20170928 150218500,151.104000,151.116000,0
20170928 150218750,151.104000,151.118000,0
20170928 150220250,151.101000,151.116000,0
20170928 150220500,151.095000,151.107000,0
20170928 150222750,151.095000,151.111000,0
20170928 150223500,151.095000,151.109000,0
20170928 150232750,151.095000,151.107000,0
20170928 150236250,151.095000,151.109000,0
20170928 150236500,151.093000,151.106000,0
20170928 150236750,151.093000,151.103000,0
20170928 150237500,151.093000,151.105000,0
20170928 150238250,151.093000,151.106000,0
20170928 150238500,151.093000,151.103000,0
20170928 150238750,151.090000,151.103000,0
20170928 150245750,151.092000,151.105000,0
20170928 150246000,151.092000,151.106000,0
20170928 150246250,151.092000,151.107000,0
20170928 150248500,151.092000,151.105000,0
20170928 150250500,151.090000,151.103000,0
20170928 150250750,151.092000,151.105000,0
20170928 150251250,151.092000,151.106000,0
20170928 150255000,151.092000,151.104000,0
20170928 150255250,151.092000,151.107000,0
20170928 150303750,151.094000,151.105000,0
20170928 150304750,151.091000,151.105000,0
20170928 150306017,151.094000,151.107000,0
20170928 150306267,151.099000,151.115000,0
20170928 150310500,151.103000,151.119000,0
20170928 150310750,151.105000,151.118000,0
20170928 150311500,151.105000,151.119000,0
20170928 150314250,151.105000,151.121000,0
20170928 150314500,151.108000,151.122000,0
20170928 150317500,151.109000,151.125000,0
20170928 150317750,151.110000,151.125000,0
20170928 150319250,151.111000,151.126000,0
20170928 150323750,151.111000,151.127000,0
20170928 150324000,151.113000,151.128000,0
20170928 150325500,151.114000,151.130000,0
20170928 150325750,151.113000,151.128000,0
20170928 150329000,151.114000,151.130000,0
20170928 150332000,151.115000,151.132000,0
20170928 150332250,151.118000,151.134000,0
20170928 150332500,151.117000,151.134000,0
20170928 150333500,151.120000,151.136000,0
20170928 150334250,151.121000,151.137000,0
20170928 150334750,151.120000,151.136000,0
20170928 150336500,151.120000,151.135000,0
20170928 150340000,151.120000,151.136000,0
20170928 150344247,151.120000,151.135000,0
20170928 150352997,151.118000,151.132000,0
20170928 150353247,151.115000,151.129000,0
20170928 150355763,151.115000,151.131000,0
20170928 150355997,151.112000,151.128000,0
20170928 150356247,151.113000,151.129000,0
20170928 150358747,151.112000,151.128000,0
20170928 150401747,151.115000,151.130000,0
20170928 150401997,151.118000,151.132000,0
20170928 150403747,151.117000,151.132000,0
20170928 150404747,151.118000,151.132000,0
20170928 150406247,151.117000,151.132000,0
20170928 150406997,151.119000,151.134000,0
20170928 150407247,151.120000,151.136000,0
20170928 150407497,151.122000,151.136000,0
20170928 150410247,151.122000,151.138000,0
20170928 150416497,151.120000,151.135000,0
20170928 150417247,151.118000,151.134000,0
20170928 150417497,151.110000,151.125000,0
20170928 150437747,151.112000,151.128000,0
20170928 150437997,151.113000,151.129000,0
20170928 150440247,151.110000,151.126000,0
20170928 150440497,151.108000,151.124000,0
20170928 150440747,151.109000,151.124000,0
20170928 150443497,151.106000,151.122000,0
20170928 150443747,151.105000,151.119000,0
20170928 150444513,151.103000,151.118000,0
20170928 150444763,151.110000,151.124000,0
20170928 150445263,151.107000,151.121000,0
20170928 150445513,151.110000,151.124000,0
20170928 150445747,151.107000,151.122000,0
20170928 150446247,151.107000,151.123000,0
20170928 150446497,151.112000,151.126000,0
20170928 150446747,151.115000,151.129000,0
20170928 150447247,151.114000,151.129000,0
20170928 150448997,151.115000,151.130000,0
20170928 150449747,151.117000,151.132000,0
20170928 150449997,151.117000,151.134000,0
20170928 150453013,151.119000,151.135000,0
20170928 150453247,151.119000,151.133000,0
20170928 150453497,151.117000,151.130000,0
20170928 150453747,151.114000,151.129000,0
20170928 150453997,151.114000,151.130000,0
20170928 150454997,151.117000,151.133000,0
20170928 150455247,151.119000,151.133000,0
20170928 150456997,151.118000,151.133000,0
20170928 150500997,151.119000,151.135000,0
20170928 150501247,151.123000,151.138000,0
20170928 150501497,151.126000,151.140000,0
20170928 150501747,151.125000,151.140000,0
20170928 150501997,151.126000,151.142000,0
20170928 150502247,151.128000,151.144000,0
20170928 150503747,151.129000,151.145000,0
20170928 150508997,151.128000,151.144000,0
20170928 150509747,151.128000,151.143000,0
20170928 150520997,151.125000,151.140000,0
20170928 150521247,151.124000,151.140000,0
20170928 150521497,151.125000,151.140000,0
20170928 150523497,151.124000,151.140000,0
20170928 150528747,151.122000,151.137000,0
20170928 150543747,151.121000,151.137000,0
20170928 150552747,151.124000,151.137000,0
20170928 150555747,151.121000,151.137000,0
20170928 150602747,151.119000,151.135000,0
20170928 150602997,151.116000,151.133000,0
20170928 150603747,151.116000,151.131000,0
20170928 150603997,151.118000,151.133000,0
20170928 150604247,151.119000,151.135000,0
20170928 150605247,151.120000,151.135000,0
20170928 150605497,151.115000,151.130000,0
20170928 150605747,151.112000,151.127000,0
20170928 150607497,151.110000,151.125000,0
20170928 150613997,151.110000,151.124000,0
20170928 150614997,151.110000,151.126000,0
20170928 150617247,151.112000,151.127000,0
20170928 150617497,151.114000,151.127000,0
20170928 150620997,151.111000,151.127000,0
20170928 150631247,151.110000,151.126000,0
20170928 150631747,151.113000,151.127000,0
20170928 150631997,151.115000,151.127000,0
20170928 150632497,151.113000,151.127000,0
20170928 150640497,151.112000,151.127000,0
20170928 150641497,151.110000,151.126000,0
20170928 150646247,151.109000,151.124000,0
20170928 150650997,151.107000,151.121000,0
20170928 150652497,151.106000,151.121000,0
20170928 150652747,151.106000,151.119000,0
20170928 150654997,151.104000,151.119000,0
20170928 150655247,151.103000,151.119000,0
20170928 150656497,151.104000,151.119000,0
20170928 150656747,151.106000,151.119000,0
20170928 150659747,151.107000,151.121000,0
20170928 150700247,151.110000,151.121000,0
20170928 150701997,151.110000,151.124000,0
20170928 150702247,151.114000,151.127000,0
20170928 150704247,151.113000,151.127000,0
20170928 150705247,151.115000,151.127000,0
20170928 150705497,151.113000,151.127000,0
20170928 150705763,151.108000,151.124000,0
20170928 150705997,151.111000,151.124000,0
20170928 150706247,151.112000,151.124000,0
20170928 150706760,151.114000,151.126000,0
20170928 150706997,151.118000,151.128000,0
20170928 150707247,151.118000,151.131000,0
20170928 150708997,151.120000,151.131000,0
20170928 150709247,151.115000,151.131000,0
20170928 150711497,151.114000,151.129000,0
20170928 150711747,151.112000,151.127000,0
20170928 150712497,151.109000,151.126000,0
20170928 150712747,151.108000,151.122000,0
20170928 150714747,151.110000,151.122000,0
20170928 150716247,151.108000,151.122000,0
20170928 150716497,151.110000,151.124000,0
20170928 150716747,151.114000,151.127000,0
20170928 150716997,151.113000,151.127000,0
20170928 150717247,151.115000,151.127000,0
20170928 150717497,151.117000,151.127000,0
20170928 150718497,151.117000,151.130000,0
20170928 150723747,151.115000,151.130000,0
20170928 150726497,151.114000,151.130000,0
20170928 150726997,151.110000,151.125000,0
20170928 150727247,151.109000,151.123000,0
20170928 150737747,151.107000,151.121000,0
20170928 150737997,151.105000,151.121000,0
20170928 150802497,151.109000,151.124000,0
20170928 150802747,151.113000,151.126000,0
20170928 150803260,151.115000,151.128000,0
20170928 150803497,151.114000,151.129000,0
20170928 150803747,151.111000,151.127000,0
20170928 150804247,151.112000,151.128000,0
20170928 150804747,151.111000,151.127000,0
20170928 150804997,151.109000,151.125000,0
20170928 150805747,151.111000,151.125000,0
20170928 150805997,151.113000,151.125000,0
20170928 150806997,151.114000,151.128000,0
20170928 150811997,151.111000,151.128000,0
20170928 150812247,151.109000,151.120000,0
20170928 150812497,151.108000,151.123000,0
20170928 150815247,151.108000,151.122000,0
20170928 150815497,151.106000,151.121000,0
20170928 150820997,151.107000,151.123000,0
20170928 150823260,151.106000,151.123000,0
20170928 150823497,151.106000,151.121000,0
